,ProviderId1,WindSpeed1,WindDirection1,Temperature1,Pressure1,Humidity1,PowerWOAvailability1,ProviderId2,WindSpeed2,WindDirection2,Temperature2,Pressure2,Humidity2,PowerWOAvailability2,ProviderId3,WindSpeed3,WindDirection3,Temperature3,Pressure3,Humidity3,PowerWOAvailability3,PowerMWh
2020-01-03 02:00:00,1.0,9.2,51.0,5.0,101253.0,75.84,42.293,2.0,5.510314986696114,49.76828238328653,3.5517316353715316,101509.62290148069,0.943140844097813,40.609,3.0,8.0,51.0,6.0,98312.52152173955,0.7679802260914412,36.189,32.93013333333333
2020-01-03 03:00:00,1.0,8.7,51.0,4.8,101232.0,75.98,43.594,2.0,5.30786736440521,64.62427619482742,3.598073571515606,101513.3486431537,0.9429732534343683,39.546,3.0,8.0,52.0,6.0,98324.7568607716,0.7701719624970265,33.343,36.843733333333326
2020-01-03 04:00:00,1.0,8.7,50.0,4.7,101196.0,75.88,43.122,2.0,5.2788445098748,73.16444341746273,2.922056544678007,101483.18252341505,0.9452847236333254,38.631,3.0,8.0,52.0,5.0,98292.74688764403,0.7749284924875917,31.24,41.54453333333333
2020-01-03 05:00:00,1.0,8.6,51.0,4.6,101129.0,75.77,45.59,2.0,5.139315783920052,81.38914164514927,3.032156851303803,101434.1885408242,0.9442400637175065,37.236,3.0,8.0,52.0,5.0,98253.5280093463,0.7727738513862978,30.683,48.46293333333333
2020-01-03 06:00:00,1.0,8.5,51.0,4.5,101054.0,75.66,46.917,2.0,4.898530509270499,71.61765356208662,3.005101915312899,101388.02304224804,0.9430816679911046,36.028,3.0,7.0,52.0,5.0,98201.52909085972,0.7679679905866816,30.154,34.9216
2020-01-03 07:00:00,1.0,8.5,51.0,4.4,101015.0,75.17,48.812,2.0,4.873605293868492,80.37953045232416,3.068364642304651,101371.5313793786,0.9403376498506105,34.95,3.0,7.0,51.0,5.0,98190.3865409603,0.7597825655749286,26.952,35.3216
2020-01-03 08:00:00,1.0,8.1,53.0,4.4,100978.0,74.68,44.628,2.0,4.765763409281943,98.41804148483061,3.155819465089529,101327.6953521949,0.940940166527993,33.608,3.0,7.0,49.0,5.0,98162.50145663976,0.7630137509287276,22.764,46.42666666666667
2020-01-03 09:00:00,1.0,7.8,54.0,4.3,100983.0,74.19,43.346,2.0,4.796451877583037,92.18064890158666,3.6564298890243734,101364.64186292807,0.9357519098594772,33.493,3.0,7.0,48.0,6.0,98194.57900205084,0.7499865634161043,19.411,18.733866666666664
2020-01-03 10:00:00,1.0,7.6,52.0,4.9,100970.0,72.8,41.974,2.0,5.050277379427227,96.4551666795669,4.482867844997536,101361.01704221014,0.9302395250763497,35.148,3.0,8.0,47.0,7.0,98205.25363424042,0.7363459749795043,19.234,15.722666666666669
2020-01-03 11:00:00,1.0,7.4,49.0,5.7,100950.0,71.41,42.606,2.0,5.032219804433124,87.81751095980371,5.409582275703521,101349.72561116547,0.9253415138696212,36.201,3.0,8.0,46.0,8.0,98203.41803790972,0.7227467874682936,22.386,12.906666666666666
2020-01-03 12:00:00,1.0,7.4,47.0,6.3,100931.0,70.01,42.541,2.0,5.084630496194277,90.6447960613691,5.7115641759204365,101310.5426782657,0.9239762300951665,38.585,3.0,8.0,44.0,8.0,98179.28391818167,0.717855691140449,26.375,36.34843498144468
2020-01-03 13:00:00,1.0,7.4,44.0,6.7,100881.0,69.29,44.559,2.0,5.20728943551576,79.85168470222561,5.805552790363656,101277.88834827174,0.9220932721101188,41.796,3.0,8.0,41.0,8.0,98146.49706358556,0.7113479849626421,30.777,34.589866666666666
2020-01-03 14:00:00,1.0,7.6,41.0,6.9,100818.0,68.56,47.003,2.0,5.287290639520419,75.62341909763882,6.681263006015961,101215.74395729952,0.9173920050654355,43.184,3.0,8.0,39.0,9.0,98101.04066874603,0.6989445007433179,33.744,44.4576
2020-01-03 15:00:00,1.0,8.0,37.0,7.1,100753.0,67.83,47.312,2.0,5.364911785171115,70.6143476696111,6.80891835828232,101141.68213928475,0.9158645755856253,42.666,3.0,8.0,37.0,9.0,98033.02476843305,0.6924366107021895,35.325,51.236266666666666
2020-01-03 16:00:00,1.0,8.0,35.0,6.9,100722.0,69.06,46.96,2.0,5.336344474584164,66.4939091409251,6.727304158968785,101110.29950021296,0.9190988925862645,42.254,3.0,8.0,37.0,9.0,98000.25778980534,0.7029736186815123,36.051,47.699200000000005
2020-01-03 17:00:00,1.0,7.7,36.0,6.6,100732.0,70.29,43.379,2.0,5.30654305825456,66.60166572172466,5.803177163008591,101117.82553307622,0.9258474327619085,42.737,3.0,8.0,38.0,8.0,97994.5855539586,0.7226029498610815,35.504,40.01173333333334
2020-01-03 18:00:00,1.0,7.3,37.0,6.2,100742.0,71.52,39.763,2.0,5.022618458388264,67.36325742947474,5.620852641330622,101115.72482690054,0.9306198866807097,39.262,3.0,8.0,38.0,8.0,97990.23414429618,0.7393554874174306,34.75,34.86933333333333
2020-01-03 19:00:00,1.0,6.9,38.0,5.9,100762.0,71.93,40.616,2.0,4.504700666427992,78.66443979259702,4.9032545846696465,101147.70441720093,0.9344247837661365,32.227,3.0,8.0,39.0,7.0,98014.60549556282,0.7503550252687048,31.874,33.7344
2020-01-03 20:00:00,1.0,6.6,39.0,5.8,100784.0,72.34,38.851,2.0,3.9597288710456535,85.80640178500744,4.958481977200385,101164.08198612052,0.9365901269903595,25.725,3.0,7.0,43.0,7.0,98030.29882550689,0.7563736989743983,26.533,30.801066666666664
2020-01-03 21:00:00,1.0,6.3,41.0,5.4,100773.0,72.75,34.276,2.0,3.5773911518884756,88.57308873898683,4.811390667855584,101150.55516465481,0.938565147857063,21.025,3.0,6.0,46.0,7.0,98012.43580254588,0.7621041657459298,20.521,18.59413333333333
2020-01-03 22:00:00,1.0,5.8,40.0,5.3,100754.0,72.12,26.879,2.0,3.4352359473191267,99.54730140157653,3.969137841319416,101134.582841263,0.9415747066831271,17.908,3.0,6.0,46.0,6.0,97990.32341665628,0.7696748873406776,14.108,7.678933333333333
2020-01-03 23:00:00,1.0,5.2,40.0,5.0,100733.0,71.49,18.989,2.0,3.129363075939251,102.24331423441299,3.815160953827963,101103.63734215927,0.9427699184664314,15.801,3.0,5.0,43.0,6.0,97961.1621632232,0.7737812077394923,9.465,1.9008
2020-01-04 00:00:00,1.0,3.3,33.0,4.8,100772.0,72.54,4.51,2.0,1.7515218069979266,104.65027291259321,3.7454979382498763,101108.98947998899,0.9550025100638961,2.575,3.0,3.0,10.0,6.0,97973.39172944293,0.8133445015203007,2.907,0.9504
2020-01-04 01:00:00,1.0,2.6,22.0,4.6,100750.0,71.77,4.378,2.0,0.29921013587244083,175.1367489143429,3.9636726736277907,100993.41003054533,0.9528679566676977,0.889,3.0,1.0,356.0,6.0,97855.52854562583,0.820766321791031,2.354,0.4810666666666667
2020-01-04 02:00:00,1.0,2.0,6.0,4.5,100722.0,70.99,2.917,2.0,0.11525862965184608,150.84747568127227,3.2144686790200794,101007.12679877589,0.9557884678855337,0.143,3.0,0.0,270.0,5.0,97862.87795705909,0.8249138805459784,2.788,1.2629333333333332
2020-01-04 03:00:00,1.0,1.6,340.0,4.3,100695.0,70.21,2.706,2.0,-0.07077680095793148,254.2512355116687,2.8943572073062924,100996.67023440026,0.9461484533968928,0.137,3.0,1.0,235.0,5.0,97858.39640858889,0.7896587993362632,4.203,0.0
2020-01-04 04:00:00,1.0,1.6,313.0,4.1,100651.0,69.96,5.067,2.0,0.07201469732922128,254.29028517596385,2.1513010862490987,100976.42101117679,0.9471203198808706,0.474,3.0,2.0,243.0,4.0,97833.69030233209,0.7932265096133575,5.195,0.0
2020-01-04 05:00:00,1.0,1.6,283.0,3.8,100573.0,69.7,4.051,2.0,0.10349929129517754,244.888199336767,2.0928614064898667,100904.45500779188,0.9470026210656117,0.481,3.0,2.0,245.0,4.0,97766.21817337665,0.7944239158191144,5.436,0.0
2020-01-04 06:00:00,1.0,1.5,269.0,3.6,100495.0,69.44,4.353,2.0,0.11855898463875114,236.73278448036262,1.3299692616527565,100846.47871599038,0.9491652159197438,1.422,3.0,2.0,235.0,3.0,97703.25888313129,0.7994233762215122,7.619,0.4032
2020-01-04 07:00:00,1.0,1.8,254.0,3.4,100446.0,69.37,3.759,2.0,0.3237119040171006,223.36633217548342,1.2368742731469595,100791.48292239706,0.9490254178334107,3.635,3.0,2.0,235.0,3.0,97647.25590047892,0.7988257501880676,10.118,0.1098666666666666
2020-01-04 08:00:00,1.0,2.3,229.0,3.1,100409.0,69.29,3.674,2.0,0.8047873058147825,211.07494489131818,1.815761563350442,100743.8296607033,0.9454693158320787,6.445,3.0,3.0,235.0,4.0,97609.46174854085,0.7917814352568495,12.345,1.2864
2020-01-04 09:00:00,1.0,2.7,225.0,2.9,100412.0,69.21,4.627,2.0,1.0577966815121993,200.04625075969534,2.457716704279683,100732.9452046767,0.9419325359844574,9.324,3.0,3.0,230.0,5.0,97604.9598071502,0.7828071260056184,15.021,5.486933333333333
2020-01-04 10:00:00,1.0,2.8,228.0,3.7,100408.0,67.08,6.224,2.0,1.3039758690183572,199.93388861841913,3.4261758401246922,100744.32050379788,0.9333805984762443,12.433,3.0,3.0,224.0,6.0,97628.25804975645,0.7565358182149406,14.614,6.039466666666667
2020-01-04 11:00:00,1.0,2.9,231.0,4.8,100401.0,64.96,6.512,2.0,1.3872450481733534,204.1770781993655,4.5144540818143,100742.76250518835,0.9259276898949375,12.084,3.0,3.0,224.0,7.0,97640.89498340758,0.7328065843834426,12.349,6.0128
2020-01-04 12:00:00,1.0,3.3,235.0,5.9,100390.0,62.83,7.144,2.0,1.3180502553423832,204.31061670246913,5.622927919718869,100723.53865723139,0.9185451466927833,7.733,3.0,3.0,228.0,8.0,97632.85084461649,0.7080151875009988,10.507,4.251733333333334
2020-01-04 13:00:00,1.0,3.1,241.0,6.5,100357.0,61.32,5.643,2.0,0.9810104093347984,206.8264715738344,6.583019928389312,100691.08072938121,0.91344029697531,4.55,3.0,2.0,235.0,9.0,97612.16816173996,0.6923140126373504,7.556,1.0912086688685196
2020-01-04 14:00:00,1.0,2.4,255.0,7.2,100317.0,59.82,6.021,2.0,0.7569437055316239,223.57197560529426,6.8531553049220335,100686.9189126382,0.9102640532981655,3.681,3.0,2.0,233.0,9.0,97618.54453581401,0.6829828143354439,5.271,0.5260530056666601
2020-01-04 15:00:00,1.0,1.9,260.0,7.8,100275.0,58.31,3.87,2.0,0.5521002784374058,223.26632168939364,7.051244576893801,100656.59802162494,0.9085335496294683,4.927,3.0,1.0,228.0,9.0,97593.84868411068,0.6760868279631627,5.258,1.6607999999999998
2020-01-04 16:00:00,1.0,2.1,239.0,7.6,100264.0,59.38,3.088,2.0,0.8920005193491658,211.35299183551342,6.912712620989147,100642.8952801462,0.9115492546710425,6.218,3.0,2.0,210.0,9.0,97579.85826698714,0.6865603372066786,7.145,0.4202666666666667
2020-01-04 17:00:00,1.0,2.5,227.0,7.2,100292.0,60.44,3.597,2.0,0.988103509177618,200.77658822401008,5.330386392669929,100663.660934518,0.9191087941874453,6.177,3.0,2.0,201.0,7.0,97575.96256394104,0.7038760994204156,8.606,0.5066456102980333
2020-01-04 18:00:00,1.0,2.6,224.0,6.7,100319.0,61.5,2.425,2.0,1.1157280349441248,206.0677117331959,3.6819772378794724,100683.39177801595,0.9267902999810543,5.558,3.0,3.0,204.0,5.0,97576.56132780202,0.7246927109629673,9.13,0.7824021117465904
2020-01-04 19:00:00,1.0,2.8,220.0,5.9,100350.0,62.18,2.722,2.0,1.155350506786304,203.53568832839846,3.4236543340429293,100701.88964907668,0.9272564227794523,5.957,3.0,3.0,212.0,5.0,97589.17300989179,0.7278428907203756,9.509,1.114
2020-01-04 20:00:00,1.0,2.9,220.0,5.2,100378.0,62.86,4.845,2.0,1.141763197161053,206.59367236996582,2.5311969555504774,100733.38823538745,0.929897175746094,6.361,3.0,3.0,215.0,4.0,97608.90667565858,0.7350745764103692,9.757,4.571
2020-01-04 21:00:00,1.0,3.0,217.0,4.4,100376.0,63.54,6.038,2.0,1.0727416855491168,200.64021695878932,2.2913806552459945,100730.18811875062,0.9304534162031542,5.433,3.0,3.0,213.0,4.0,97601.12128320082,0.7385265429074361,11.256,3.972
2020-01-04 22:00:00,1.0,3.0,219.0,3.9,100364.0,63.76,6.391,2.0,1.2314470033152656,205.985798819617,2.1202671382140963,100720.67290925575,0.9300163938820684,5.945,3.0,4.0,212.0,4.0,97594.81694864739,0.740143750895641,12.441,6.739000000000001
2020-01-04 23:00:00,1.0,3.2,220.0,3.5,100350.0,63.97,6.583,2.0,1.394869107883336,205.8708568632976,1.2753073768128118,100706.99242717217,0.9322134996546633,8.359,3.0,4.0,213.0,3.0,97571.9858141222,0.7447087663795817,13.284,9.493
2020-01-05 00:00:00,1.0,3.3,220.0,3.2,100334.0,61.1,7.526,2.0,1.6785502544084903,203.73998662697522,1.1498142134703428,100711.36022293109,0.9228755634117728,12.934,3.0,4.0,213.0,3.0,97575.34866911628,0.7163290871520083,13.987,8.755
2020-01-05 01:00:00,1.0,3.4,218.0,3.2,100317.0,60.29,7.321,2.0,1.6631874253393146,204.89858314316007,1.182035059073165,100691.20916828951,0.920820114294186,12.116,3.0,4.0,217.0,3.0,97557.67519369257,0.7097627175326289,13.659,11.06
2020-01-05 02:00:00,1.0,3.5,216.0,3.1,100298.0,59.48,7.888,2.0,1.6852854046504557,205.65180881839683,1.165090005334342,100678.36426845731,0.9179290605094542,12.01,3.0,4.0,224.0,3.0,97544.65175715934,0.700947207800259,13.039,9.171
2020-01-05 03:00:00,1.0,3.5,218.0,3.0,100280.0,58.68,7.853,2.0,1.686951455241255,206.55931000186047,1.1278864188354518,100667.92213123382,0.9153346529211036,11.85,3.0,4.0,226.0,3.0,97533.99386046894,0.6930769560927836,12.504,6.461
2020-01-05 04:00:00,1.0,3.6,217.0,3.1,100242.0,57.66,7.404,2.0,1.7049789297910944,203.32289048643156,1.1524662178520444,100635.27935812784,0.9127367064662376,11.091,3.0,4.0,223.0,3.0,97502.25778642502,0.684118289218993,12.395,3.733
