Time,ProviderId1,WindSpeed1,WindDirection1,Temperature1,Pressure1,Humidity1,PowerWOAvailability1,ProviderId2,WindSpeed2,WindDirection2,Temperature2,Pressure2,Humidity2,PowerWOAvailability2,ProviderId3,WindSpeed3,WindDirection3,Temperature3,Pressure3,Humidity3,PowerWOAvailability3
2020-01-04 19:00:00,1,2.8,220.0,5.9,100350,62.18,2.722,2,,,,,,5.957,3,3.0,212.0,5.0,,,9.509
2020-01-04 20:00:00,1,2.9,220.0,5.2,100378,62.86,4.845,2,,,,,,6.361,3,3.0,215.0,4.0,,,9.757
2020-01-04 21:00:00,1,3.0,217.0,4.4,100376,63.54,6.038,2,,,,,,5.433,3,3.0,213.0,4.0,,,11.256
2020-01-04 22:00:00,1,3.0,219.0,3.9,100364,63.76,6.391,2,,,,,,5.945,3,4.0,212.0,4.0,,,12.441
2020-01-04 23:00:00,1,3.2,220.0,3.5,100350,63.97,6.583,2,,,,,,8.359,3,4.0,213.0,3.0,,,13.284
2020-01-05 00:00:00,1,3.3,220.0,3.2,100334,61.1,7.526,2,,,,,,12.934,3,4.0,213.0,3.0,,,13.987
2020-01-05 01:00:00,1,3.4,218.0,3.2,100317,60.29,7.321,2,,,,,,12.116,3,4.0,217.0,3.0,,,13.659
2020-01-05 02:00:00,1,3.5,216.0,3.1,100298,59.48,7.888,2,,,,,,12.01,3,4.0,224.0,3.0,,,13.039
2020-01-05 03:00:00,1,3.5,218.0,3.0,100280,58.68,7.853,2,,,,,,11.85,3,4.0,226.0,3.0,,,12.504
2020-01-05 04:00:00,1,3.6,217.0,3.1,100242,57.66,7.404,2,,,,,,11.091,3,4.0,223.0,3.0,,,12.395
2020-01-05 05:00:00,1,3.8,218.0,3.1,100170,56.65,6.831,2,,,,,,10.578,3,4.0,223.0,3.0,,,12.816
2020-01-05 06:00:00,1,3.9,218.0,3.1,100096,55.63,6.033,2,,,,,,9.37,3,4.0,230.0,3.0,,,9.983
2020-01-05 07:00:00,1,3.4,222.0,3.1,100058,56.14,4.143,2,,,,,,6.668,3,3.0,240.0,4.0,,,6.056
2020-01-05 08:00:00,1,2.9,221.0,3.2,100030,56.65,3.476,2,,,,,,3.249,3,2.0,247.0,4.0,,,4.982
2020-01-05 09:00:00,1,2.7,225.0,3.3,100040,57.16,5.431,2,,,,,,0.829,3,2.0,253.0,5.0,,,4.482
2020-01-05 10:00:00,1,2.5,246.0,3.9,100018,61.28,3.516,2,,,,,,1.003,3,2.0,261.0,6.0,,,3.833
2020-01-05 11:00:00,1,2.5,260.0,4.8,99987,65.39,3.447,2,,,,,,1.551,3,2.0,276.0,7.0,,,3.827
2020-01-05 12:00:00,1,3.0,274.0,5.7,99956,69.51,4.529,2,,,,,,7.356,3,2.0,307.0,7.0,,,4.566
2020-01-05 13:00:00,1,3.4,297.0,6.4,99913,71.84,5.325,2,,,,,,15.33,3,2.0,348.0,7.0,,,5.804
2020-01-05 14:00:00,1,3.3,332.0,6.6,99858,74.17,6.931,2,,,,,,20.753,3,4.0,4.0,7.0,,,8.431
2020-01-05 15:00:00,1,3.5,9.0,6.6,99803,76.51,8.405,2,,,,,,21.343,3,6.0,8.0,7.0,,,12.605
2020-01-05 16:00:00,1,5.3,4.0,5.9,99808,76.72,17.787,2,,,,,,27.256,3,8.0,12.0,6.0,,,24.216
2020-01-05 17:00:00,1,6.8,9.0,5.4,99854,76.93,33.033,2,,,,,,38.298,3,9.0,18.0,6.0,,,40.876
2020-01-05 18:00:00,1,7.9,16.0,5.0,99897,77.13,41.494,2,,,,,,42.915,3,10.0,24.0,6.0,,,49.255
2020-01-05 19:00:00,1,8.6,24.0,4.9,99938,81.49,49.073,2,,,,,,44.525,3,10.0,28.0,6.0,,,50.788
2020-01-05 20:00:00,1,9.4,27.0,4.8,99985,85.84,51.314,2,,,,,,48.693,3,10.0,29.0,6.0,,,51.653
2020-01-05 21:00:00,1,9.7,28.0,4.5,100001,90.19,51.451,2,,,,,,49.334,3,10.0,32.0,6.0,,,51.807
2020-01-05 22:00:00,1,9.7,32.0,4.7,99989,90.9,52.036,2,,,,,,47.743,3,11.0,35.0,6.0,,,51.386
2020-01-05 23:00:00,1,9.7,35.0,4.8,99975,91.62,52.805,2,,,,,,45.463,3,11.0,36.0,6.0,,,51.244
2020-01-06 00:00:00,1,10.8,40.0,5.7,99781,82.6,53.565,2,,,,,,51.64,3,11.0,41.0,7.0,,,52.553
2020-01-06 01:00:00,1,11.3,42.0,5.8,99765,82.84,53.89,2,,,,,,52.245,3,12.0,42.0,7.0,,,52.483
2020-01-06 02:00:00,1,11.7,43.0,5.8,99750,83.08,53.462,2,,,,,,52.72,3,12.0,41.0,7.0,,,52.529
2020-01-06 03:00:00,1,12.2,45.0,5.9,99726,83.32,54.012,2,,,,,,53.177,3,13.0,38.0,7.0,,,53.128
2020-01-06 04:00:00,1,12.4,43.0,6.0,99712,84.12,54.272,2,,,,,,53.556,3,13.0,41.0,7.0,,,53.502
2020-01-06 05:00:00,1,12.2,46.0,6.0,99655,84.92,53.971,2,,,,,,53.676,3,13.0,42.0,7.0,,,53.4
2020-01-06 06:00:00,1,12.2,45.0,6.0,99600,85.71,54.074,2,,,,,,53.527,3,15.0,39.0,7.0,,,52.896
2020-01-06 07:00:00,1,12.0,48.0,6.0,99550,85.31,54.45,2,,,,,,53.082,3,15.0,38.0,7.0,,,52.488
2020-01-06 08:00:00,1,11.8,51.0,6.0,99520,84.91,54.03,2,,,,,,52.061,3,15.0,39.0,7.0,,,51.814
2020-01-06 09:00:00,1,11.7,51.0,6.2,99528,84.5,54.225,2,,,,,,50.558,3,14.0,39.0,7.0,,,50.901
2020-01-06 10:00:00,1,11.9,50.0,6.3,99530,84.66,54.427,2,,,,,,49.877,3,15.0,36.0,7.0,,,51.432
2020-01-06 11:00:00,1,12.1,52.0,6.4,99528,84.82,54.058,2,,,,,,52.012,3,15.0,33.0,7.0,,,51.061
2020-01-06 12:00:00,1,11.6,53.0,6.5,99519,84.99,53.418,2,,,,,,52.019,3,15.0,31.0,8.0,,,50.245
2020-01-06 13:00:00,1,11.7,52.0,6.6,99502,85.3,53.956,2,,,,,,49.474,3,15.0,32.0,8.0,,,51.987
2020-01-06 14:00:00,1,12.5,49.0,6.7,99478,85.61,54.62,2,,,,,,48.503,3,13.0,37.0,8.0,,,53.393
2020-01-06 15:00:00,1,12.5,47.0,6.7,99445,85.92,54.588,2,,,,,,49.235,3,12.0,42.0,8.0,,,52.972
2020-01-06 16:00:00,1,12.8,43.0,6.8,99447,85.24,54.678,2,,,,,,49.626,3,11.0,47.0,8.0,,,51.869
2020-01-06 17:00:00,1,12.6,41.0,6.9,99492,84.56,54.432,2,,,,,,49.069,3,11.0,45.0,7.0,,,50.555
2020-01-06 18:00:00,1,12.4,38.0,7.0,99533,83.88,54.34,2,,,,,,47.977,3,11.0,44.0,7.0,,,48.978
2020-01-06 19:00:00,1,12.0,36.0,7.0,99588,84.76,54.228,2,,,,,,45.96,3,10.0,47.0,7.0,,,48.752
2020-01-06 20:00:00,1,12.8,33.0,7.1,99644,85.64,54.486,2,,,,,,43.621,3,9.0,52.0,7.0,,,49.554
2020-01-06 21:00:00,1,13.3,32.0,7.1,99668,86.53,54.453,2,,,,,,41.88,3,8.0,51.0,7.0,,,48.78
2020-01-06 22:00:00,1,12.7,33.0,7.2,99682,86.49,54.255,2,,,,,,40.103,3,8.0,48.0,7.0,,,46.097
2020-01-06 23:00:00,1,12.1,36.0,7.2,99688,86.46,54.167,2,,,,,,42.545,3,8.0,46.0,7.0,,,44.55
2020-01-07 00:00:00,1,12.2,36.0,6.9,99749,87.8,54.292,2,,,,,,52.578,3,11.0,40.0,8.0,,,53.013
2020-01-07 01:00:00,1,14.7,32.0,7.1,99752,88.35,54.871,2,,,,,,53.747,3,12.0,41.0,8.0,,,54.174
2020-01-07 02:00:00,1,15.4,29.0,7.1,99768,88.89,54.742,2,,,,,,54.353,3,12.0,41.0,8.0,,,54.365
2020-01-07 03:00:00,1,16.6,26.0,7.2,99788,89.43,54.796,2,,,,,,54.689,3,13.0,36.0,8.0,,,54.386
2020-01-07 04:00:00,1,17.3,25.0,7.1,99807,89.44,54.52,2,,,,,,54.831,3,15.0,32.0,8.0,,,54.414
2020-01-07 05:00:00,1,18.2,24.0,7.0,99788,89.44,54.45,2,,,,,,54.877,3,16.0,29.0,8.0,,,54.432
2020-01-07 06:00:00,1,18.5,23.0,6.8,99769,89.44,54.559,2,,,,,,54.874,3,17.0,27.0,8.0,,,54.445
2020-01-07 07:00:00,1,17.9,23.0,6.7,99796,89.06,54.572,2,,,,,,54.851,3,18.0,25.0,8.0,,,54.453
2020-01-07 08:00:00,1,17.7,22.0,6.6,99826,88.67,54.888,2,,,,,,54.828,3,18.0,25.0,8.0,,,54.462
2020-01-07 09:00:00,1,17.7,21.0,6.5,99895,88.29,54.874,2,,,,,,54.83,3,18.0,26.0,8.0,,,54.466
2020-01-07 10:00:00,1,17.5,21.0,6.5,99951,88.15,54.827,2,,,,,,54.836,3,18.0,24.0,8.0,,,54.471
2020-01-07 11:00:00,1,17.3,19.0,6.4,99999,88.01,54.756,2,,,,,,54.835,3,17.0,22.0,8.0,,,54.51
2020-01-07 12:00:00,1,16.8,18.0,6.4,100045,87.86,54.772,2,,,,,,54.83,3,17.0,21.0,7.0,,,54.548
2020-01-07 13:00:00,1,16.9,18.0,6.4,100077,88.12,54.746,2,,,,,,54.825,3,17.0,21.0,7.0,,,54.55
2020-01-07 14:00:00,1,16.8,17.0,6.3,100102,88.37,54.759,2,,,,,,54.821,3,17.0,20.0,7.0,,,54.575
2020-01-07 15:00:00,1,16.8,16.0,6.2,100128,88.62,54.821,2,,,,,,54.812,3,17.0,20.0,7.0,,,54.545
2020-01-07 16:00:00,1,16.7,15.0,6.1,100188,88.89,54.795,2,,,,,,54.799,3,16.0,18.0,7.0,,,54.465
2020-01-07 17:00:00,1,16.5,15.0,6.0,100289,89.15,54.827,2,,,,,,54.785,3,16.0,17.0,7.0,,,54.414
2020-01-07 18:00:00,1,16.3,15.0,5.9,100388,89.42,54.818,2,,,,,,54.775,3,16.0,16.0,7.0,,,54.386
2020-01-07 19:00:00,1,16.1,16.0,5.8,100470,89.16,54.853,2,,,,,,54.772,3,16.0,15.0,7.0,,,54.384
2020-01-07 20:00:00,1,15.7,17.0,5.8,100549,88.91,54.815,2,,,,,,54.754,3,16.0,15.0,6.0,,,54.39
2020-01-07 21:00:00,1,15.4,17.0,5.7,100598,88.65,54.822,2,,,,,,54.734,3,15.0,14.0,6.0,,,54.434
2020-01-07 22:00:00,1,15.2,17.0,5.6,100631,88.3,54.75,2,,,,,,54.703,3,15.0,15.0,6.0,,,54.419
2020-01-07 23:00:00,1,14.8,17.0,5.6,100661,87.96,54.497,2,,,,,,54.672,3,15.0,15.0,6.0,,,54.382
2020-01-08 00:00:00,1,14.4,15.0,4.9,100726,89.46,54.69,2,,,,,,54.527,3,14.0,16.0,6.0,,,52.101
2020-01-08 01:00:00,1,14.3,15.0,4.9,100753,89.32,54.678,2,,,,,,54.499,3,14.0,16.0,6.0,,,52.125
2020-01-08 02:00:00,1,14.0,15.0,4.9,100779,89.18,54.676,2,,,,,,54.46,3,14.0,16.0,6.0,,,52.146
2020-01-08 03:00:00,1,13.9,15.0,4.9,100804,89.04,54.924,2,,,,,,54.446,3,13.0,17.0,6.0,,,52.483
2020-01-08 04:00:00,1,13.8,15.0,4.9,100809,87.68,54.839,2,,,,,,54.453,3,13.0,17.0,6.0,,,52.987
2020-01-08 05:00:00,1,13.8,15.0,4.9,100777,86.32,54.843,2,,,,,,54.531,3,14.0,17.0,6.0,,,53.323
2020-01-08 06:00:00,1,13.6,16.0,4.9,100742,84.96,54.859,2,,,,,,54.584,3,14.0,16.0,6.0,,,53.651
2020-01-08 07:00:00,1,13.8,17.0,4.9,100739,84.47,54.889,2,,,,,,54.553,3,14.0,17.0,6.0,,,53.988
2020-01-08 08:00:00,1,13.9,17.0,4.9,100745,83.98,54.998,2,,,,,,54.523,3,14.0,18.0,6.0,,,54.329
2020-01-08 09:00:00,1,13.9,19.0,4.9,100791,83.49,55.013,2,,,,,,54.546,3,14.0,20.0,6.0,,,54.487
2020-01-08 10:00:00,1,13.9,19.0,5.1,100821,82.82,54.988,2,,,,,,54.477,3,13.0,21.0,7.0,,,54.461
2020-01-08 11:00:00,1,13.6,21.0,5.3,100853,82.15,54.919,2,,,,,,54.402,3,13.0,21.0,7.0,,,54.429
2020-01-08 12:00:00,1,13.4,21.0,5.5,100882,81.47,54.907,2,,,,,,54.386,3,13.0,20.0,7.0,,,54.393
2020-01-08 13:00:00,1,13.4,22.0,5.5,100896,81.13,54.879,2,,,,,,54.355,3,13.0,20.0,7.0,,,54.366
2020-01-08 14:00:00,1,13.2,22.0,5.6,100905,80.78,54.875,2,,,,,,54.341,3,13.0,20.0,6.0,,,54.379
2020-01-08 15:00:00,1,13.1,21.0,5.6,100907,80.43,54.892,2,,,,,,54.252,3,13.0,22.0,6.0,,,54.352
2020-01-08 16:00:00,1,13.1,23.0,5.5,100939,80.31,54.842,2,,,,,,54.047,3,13.0,24.0,6.0,,,54.212
2020-01-08 17:00:00,1,12.8,23.0,5.3,101006,80.2,54.845,2,,,,,,53.922,3,12.0,26.0,6.0,,,54.162
2020-01-08 18:00:00,1,12.8,24.0,5.2,101071,80.08,54.872,2,,,,,,53.752,3,12.0,26.0,6.0,,,54.188
2020-01-08 19:00:00,1,12.5,23.0,5.1,101128,80.4,54.89,2,,,,,,53.662,3,12.0,25.0,6.0,,,54.101
2020-01-08 20:00:00,1,12.2,24.0,4.9,101182,80.72,54.794,2,,,,,,53.426,3,12.0,26.0,6.0,,,53.973
2020-01-08 21:00:00,1,12.0,25.0,4.7,101204,81.05,54.805,2,,,,,,53.021,3,11.0,27.0,6.0,,,53.778
2020-01-08 22:00:00,1,11.5,24.0,4.6,101200,80.29,54.611,2,,,,,,52.149,3,11.0,27.0,6.0,,,53.607
2020-01-08 23:00:00,1,11.2,24.0,4.5,101198,79.53,54.425,2,,,,,,50.911,3,10.0,25.0,6.0,,,53.536
2020-01-09 00:00:00,1,11.1,24.0,4.2,101289,76.51,54.543,2,,,,,,50.972,3,10.0,22.0,5.0,,,53.361
2020-01-09 01:00:00,1,10.7,27.0,4.1,101297,76.91,54.213,2,,,,,,50.891,3,9.0,22.0,5.0,,,53.194
2020-01-09 02:00:00,1,10.9,26.0,4.1,101295,77.3,54.308,2,,,,,,50.339,3,9.0,23.0,5.0,,,53.076
2020-01-09 03:00:00,1,10.4,25.0,4.0,101299,77.7,54.164,2,,,,,,50.462,3,9.0,25.0,5.0,,,52.67
2020-01-09 04:00:00,1,10.6,28.0,4.0,101283,78.15,54.191,2,,,,,,50.219,3,9.0,26.0,5.0,,,51.649
2020-01-09 05:00:00,1,9.8,32.0,3.9,101231,78.6,53.405,2,,,,,,48.088,3,9.0,26.0,5.0,,,50.146
